Ac(г) | 92,01720841 | 44,93307839 | 0 | 0 | 0
Ac(к) | 0 | 15,05736138 | 0 | 0 | 0
Ac2O3(к) | -489,2447419 | 32,02676864 | 0 | 0 | 0
Ag(г) | 68,1166348 | 41,34799235 | 0 | 0 | 0
Ag(к)  | 0 | 10,16969407 | 5,728967495 | 1,259560229 | -0,059751434
Ag3AsO4(к) | -151,5296367 | 65,96558317 | 0 | 0 | 0
AgBr(к)  | -24,00095602 | 25,5999044 | 7,930210325 | 15,39913958 | 0
AgBrO3(к) | -1,912045889 | 36,32887189 | 0 | 0 | 0
AgCN(к) | 34,89483748 | 25,57361377 | 0 | 0 | 0
AgCl(к) | -30,30114723 | 22,99952199 | 14,88049713 | 0,999043977 | -2,700764818
AgClO3(к) | -5,258126195 | 35,85086042 | 0 | 0 | 0
AgClO4(к) | -7,648183556 | 38,71892925 | 0 | 0 | 0
AgCO3(к) | -120,9369025 | 39,91395793 | 0 | 0 | 0
Ag2CrO4(к) | -173,2791587 | 52,10325048 | 0 | 0 | 0
AgI(г) | 38,00191205 | 63,09751434 | 0 | 0 | 0
AgI(к)  | -14,79923518 | 27,60038241 | 5,819789675 | 24,09894837 | 0
AgIO3(к) | -40,39196941 | 35,61185468 | 0 | 0 | 0
AgF(г) | 1,673040153 | 56,40535373 | 0 | 0 | 0
AgF(к) | -49,23518164 | 20,07648184 | 0 | 0 | 0
AgN3(к) | 73,85277247 | 23,66156788 | 0 | 0 | 0
AgNO2(к) | -10,75525813 | 30,59273423 | 0 | 0 | 0
AgNO3(к)  | -29,76099426 | 33,68068834 | 8,759560229 | 45,20076482 | 0
Ag2O(к)  | -7,299235182 | 29,09894837 | 13,26003824 | 7,041108987 | 0
Ag3PO4(к) | -236,6156788 | 61,66347992 | 0 | 0 | 0
Ag2S(к)  | -7,600382409 | 34,29971319 | 15,43977055 | 9,550669216 | 0
Ag2SO4(к) | -171,0994264 | 47,80114723 | 23,0999044 | 27,89913958 | 0
Ag2Se(к) | -10,51625239 | 36,08986616 | 0 | 0 | 0
Ag2Te(к) | -8,604206501 | 37,0458891 | 0 | 0 | 0
Al(г) | 78,87189293 | 39,19694073 | 0 | 0 | 0
Al(к) | 0 | 6,771032505 | 4,940248566 | 2,958891013 | 0
AlBr3(к) | -122,7007648 | 43,08078394 | 11,93833652 | 40,53059273 | 0
Al4C3(к) | -49,71319312 | 21,27151052 | 0 | 0 | 0
AlCl3*6H2O(к) | -643,6424474 | 76,00382409 | 0 | 0 | 0
AlCl3(к) | -168,3006692 | 26,1209369 | 18,43212237 | 11,43164436 | 0
AlCl3(г) | -139,3403442 | 76,95984704 | 0 | 0 | 0
Al2Cl6(г) | -309,0344168 | 106,1185468 | 0 | 0 | 0
AlF3(к) | -360,999044 | 15,88910134 | 17,27055449 | 10,96080306 | -2,299235182
Al2O3(к)| -400,499522 | 12,17017208 | 27,37810707 | 3,080783939 | -8,200286807
Al2(SO4)3(к) | -822,6099426 | 57,17017208 | 87,5501912 | 14,95936902 | -26,88097514
AlH3(к) | -2,868068834 | 7,170172084 | 0 | 0 | 0
AlI3(г) | -49,71319312 | 89,86615679 | 0 | 0 | 0
AlI3(к) | -73,61376673 | 45,41108987 | 0 | 0 | 0
AlN(г) | 105,1625239 | 54,2543021 | 0 | 0 | 0
AlN(к) | -76,00382409 | 4,780114723 | 0 | 0 | 0
Al(OH)3(к) | -309,5124283 | 16,73040153 | 0 | 0 | 0
AlPO4(к) | -414,4359465 | 21,74952199 | 0 | 0 | 0
Al2S3(к) | -121,6539197 | 22,94455067 | 0 | 0 | 0
Al2(SO4)3(к) | -822,418738 | 57,12237094 | 0 | 0 | 0
Am(г) | 67,87762906 | 46,60611855 | 0 | 0 | 0
Am(к) | 0 | 17,208413 | 0 | 0 | 0
AmO2(к) | -258,3652008 | 20,07648184 | 0 | 0 | 0
Am2O3(к) | -420,8891013 | 38,00191205 | 0 | 0 | 0
As(г) | 68,83365201 | 41,58699809 | 0 | 0 | 0
As(к) | 0 | 8,510994264 | 5,564053537 | 1,371892925 | 0
As2(г) | 46,36711281 | 57,83938815 | 0 | 0 | 0
As4(г) | 34,17782027 | 78,87189293 | 0 | 0 | 0
AsBr3(г) | -31,0707457 | 86,99808795 | 0 | 0 | 0
AsBr3(к) | -46,12810707 | 38,00191205 | 0 | 0 | 0
AsCl3(ж) | -72,89913958 | 51,69933078 | 0 | 0 | 0
AsCl3(г) | -64,61281071 | 78,58986616 | 19,61998088 | 0,239005736 | -1,419694073
AsF3(г) | -220,124283 | 69,07265774 | 0 | 0 | 0
AsF3(ж) | -228,7284895 | 43,26003824 | 0 | 0 | 0
AsF5(г) | -295,8891013 | 84,36902486 | 0 | 0 | 0
AsH3(г) | 15,77437859 | 53,29827916 | 0 | 0 | 0
AsI3(к) | -19,12045889 | 39,19694073 | 0 | 0 | 0
As2O3(к) куб | -159,1778203 | 27,96367113 | 0 | 0 | 0
As2O3(к) монокл | -158,6998088 | 30,35372849 | 0 | 0 | 0
As2O3(к) клаудетит | -156,1591778 | 29,33078394 | 14,29971319 | 42,00047801 | 0
As2O3(к) арсенолит | -157,000478 | 25,88910134 | 8,36998088 | 48,59942639 | 0
As2O5(к)  | -220,2007648 | 25,20076482 | 0 | 0 | 0
As2O5(к) аморф | -221,0803059 | 25,09560229 | 0 | 0 | 0
As4O6(г) | -288,957935 | 91,06118547 | 0 | 0 | 0
As2S3(к) | -22,94455067 | 39,19694073 | 0 | 0 | 0
Ar(г) | 0 | 37,0458891 | 0 | 0 | 0
Au(г) | 87,9541109 | 43,0210325 | 0 | 0 | 0
Au(к)  | 0 | 11,32887189 | 5,659655832 | 1,240439771 | 0
AuBr(к) | -3,346080306 | 23,42256214 | 0 | 0 | 0
AuBr3(к) | -12,90630975 | 37,0458891 | 0 | 0 | 0
AuCl(к) | -8,365200765 | 25,8126195 | 0 | 0 | 0
AuCl3(к) | -28,20267686 | 36,32887189 | 0 | 0 | 0
AuF3(к) | -87,9541109 | 27,00764818 | 0 | 0 | 0
AuI(к) | 0,239005736 | 26,52963671 | 0 | 0 | 0
Au2O3(к) | -0,717017208 | 32,02676864 | 0 | 0 | 0
B(к) аморф | 0,956022945 | 1,673040153 | 0 | 0 | 0
B(г) | 134,3212237 | 36,32887189 | 0 | 0 | 0
B(к) | 0 | 1,400573614 | 4,010516252 | 2,160611855 | -1,790152964
B2(г) | 202,1988528 | 48,2791587 | 0 | 0 | 0
BBr3(г) | -48,99617591 | 77,43785851 | 0 | 0 | 0
BBr3(ж) | -57,12237094 | 54,97131931 | 0 | 0 | 0
BCl3(г) | -96,30975143 | 69,33078394 | 16,85946463 | 2,860898662 | -2,440248566
BCl3(ж) | -102,0554493 | 49,23518164 | 0 | 0 | 0
BrCl3(г) | -117,3518164 | 85,3250478 | 0 | 0 | 0
BF3(г) | -271,6491396 | 60,70984704 | 12,44024857 | 6,699330784 | -2,11998088
BH3(г) | 21,98852772 | 44,93307839 | 0 | 0 | 0
B2H6(г) | 8,365200765 | 55,44933078 | 0 | 0 | 0
B5H9(г) | 17,92543021 | 65,96558317 | 0 | 0 | 0
B5H9(ж) | 10,51625239 | 43,97705545 | 0 | 0 | 0
B10H14(к) | -9,321223709 | 42,06500956 | 0 | 0 | 0
B3H6N3(г) | -121,8929254 | 69,07265774 | 0 | 0 | 0
B3H6N3(ж) | -129,3021033 | 46,12810707 | 0 | 0 | 0
BI3(г) | 16,96940727 | 83,41300191 | 0 | 0 | 0
BI3(к) | -8,843212237 | 47,80114723 | 0 | 0 | 0
BN(г) | 154,875717 | 50,66921606 | 0 | 0 | 0
BN(к) | -60,70745698 | 3,585086042 | 0 | 0 | 0
B2O3(к) аморф | -299,7131931 | 18,64244742 | 0 | 0 | 0
B2O3(г) | -201,7208413 | 66,92160612 | 0 | 0 | 0
B2O3(к) | -303,6400574 | 12,86806883 | 8,730879541 | 25,41108987 | -1,309751434
B(OH)3(г) | -242,1128107 | 72,41873805 | 0 | 0 | 0
B(OH)3(к) | -261,4722753 | 21,27151052 | 0 | 0 | 0
BP(к) | -24,13957935 | 6,453154876 | 0 | 0 | 0
B2S3(г) | 16,01338432 | 78,15487572 | 0 | 0 | 0
B2S3(к) | -57,12237094 | 25,33460803 | 0 | 0 | 0
Ba(г) | 42,3040153 | 40,63097514 | 0 | 0 | 0
Ba(к) | 0 | 14,50047801 | 5,320267686 | 3,300669216 | 0
BaBr2(г) | -99,66539197 | 83,17399618 | 0 | 0 | 0
BaBr2(к) | -179,4933078 | 35,61185468 | 0 | 0 | 0
BaBr2*2H2O(к) | -324,0917782 | 54,97131931 | 0 | 0 | 0
Ba(BrO3)2*H2O(к) | -239,7227533 | 68,83365201 | 0 | 0 | 0
BaCO3(к) | -289,4000956 | 26,79971319 | 20,76959847 | 11,69933078 | -2,860898662
BaCl2(к) | -205,3991396 | 29,55066922 | 17,00047801 | 3,338910134 | 0
BaCl2*2H2O(к) | -345,6022945 | 48,51816444 | 0 | 0 | 0
Ba(ClO3)2(к) | -180,4493308 | 55,92734226 | 0 | 0 | 0
Ba(ClO4)2(к) | -188,5755258 | 60,94646272 | 0 | 0 | 0
BaCrO4(к) | -340,8221797 | 37,28489484 | 0 | 0 | 0
BaF2(г) | -192,3996176 | 71,46271511 | 0 | 0 | 0
BaF2(к) | -284,8948375 | 22,94455067 | 0 | 0 | 0
BaH2(к) | -45,41108987 | 15,05736138 | 0 | 0 | 0
BaI2(г) | -77,19885277 | 86,52007648 | 0 | 0 | 0
BaI2(к) | -145,793499 | 39,91395793 | 0 | 0 | 0
BaI2*2H2O(к) | -292,0650096 | 59,03441683 | 0 | 0 | 0
Ba(NO3)2(к)  | -237,1104207 | 51,09942639 | 30,0501912 | 35,70028681 | -4,010516252
BaO(г) | -31,30975143 | 56,16634799 | 0 | 0 | 0
BaO(к) | -132,2992352 | 16,79971319 | 12,73900574 | 1,039674952 | -1,978967495
BaO2(к) | -153,9196941 | 18,64244742 | 0 | 0 | 0
Ba(OH)2(к) | -225,499522 | 24,09894837 | 16,9000956 | 21,9000956 | 0
Ba3(PO4)2(к) | -946,4627151 | 85,08604207 | 0 | 0 | 0
BaS(г) | 15,29636711 | 59,5124283 | 0 | 0 | 0
BaS(к) | -105,6405354 | 18,64244742 | 0 | 0 | 0
BaSO3(к) | -246,1759082 | 28,91969407 | 0 | 0 | 0
