Ac(ד)|385|188|0|0|0
Ac(ך)|0|63|0|0|0
Ac2O3(ך)|-2047|134|0|0|0
Ag(ד)|285|173|0|0|0
Ag(ך) |0|42,55|23,97|5,27|-0,25
Ag3AsO4(ך)|-634|276|0|0|0
AgBr(ך) |-100,42|107,11|33,18|64,43|0
AgBrO3(ך)|-8|152|0|0|0
AgCN(ך)|146|107|0|0|0
AgCl(ך)|-126,78|96,23|62,26|4,18|-11,3
AgClO3(ך)|-22|150|0|0|0
AgClO4(ך)|-32|162|0|0|0
AgCO3(ך)|-506|167|0|0|0
Ag2CrO4(ך)|-725|218|0|0|0
AgI(ד)|159|264|0|0|0
AgI(ך) |-61,92|115,48|24,35|100,83|0
AgIO3(ך)|-169|149|0|0|0
AgF(ד)|7|236|0|0|0
AgF(ך)|-206|84|0|0|0
AgN3(ך)|309|99|0|0|0
AgNO2(ך)|-45|128|0|0|0
AgNO3(ך) |-124,52|140,92|36,65|189,12|0
Ag2O(ך) |-30,54|121,75|55,48|29,46|0
Ag3PO4(ך)|-990|258|0|0|0
Ag2S(ך) |-31,8|143,51|64,6|39,96|0
Ag2SO4(ך)|-715,88|200|96,65|116,73|0
Ag2Se(ך)|-44|151|0|0|0
Ag2Te(ך)|-36|155|0|0|0
Al(ד)|330|164|0|0|0
Al(ך)|0|28,33|20,67|12,38|0
AlBr3(ך)|-513,38|180,25|49,95|169,58|0
Al4C3(ך)|-208|89|0|0|0
AlCl3*6H2O(ך)|-2693|318|0|0|0
AlCl3(ך)|-704,17|109,29|77,12|47,83|0
AlCl3(ד)|-583|322|0|0|0
Al2Cl6(ד)|-1293|444|0|0|0
AlF3(ך)|-1510,42|66,48|72,26|45,86|-9,62
Al2O3(ך)|-1675,69|50,92|114,55|12,89|-34,31
Al2(SO4)3(ך)|-3441,8|239,2|366,31|62,59|-112,47
AlH3(ך)|-12|30|0|0|0
AlI3(ד)|-208|376|0|0|0
AlI3(ך)|-308|190|0|0|0
AlN(ד)|440|227|0|0|0
AlN(ך)|-318|20|0|0|0
Al2O3(ך)|-1675|51|0|0|0
Al(OH)3(ך)|-1295|70|0|0|0
AlPO4(ך)|-1734|91|0|0|0
Al2S3(ך)|-509|96|0|0|0
Al2(SO4)3(ך)|-3441|239|0|0|0
Am(ד)|284|195|0|0|0
Am(ך)|0|72|0|0|0
AmO2(ך)|-1081|84|0|0|0
Am2O3(ך)|-1761|159|0|0|0
As(ד)|288|174|0|0|0
As(ך)|0|35,61|23,28|5,74|0
As2(ד)|194|242|0|0|0
As4(ד)|143|330|0|0|0
AsBr3(ד)|-130|364|0|0|0
AsBr3(ך)|-193|159|0|0|0
AsCl3(ז)|-305,01|216,31|0|0|0
AsCl3(ד)|-270,34|328,82|82,09|1|-5,94
AsF3(ד)|-921|289|0|0|0
AsF3(ז)|-957|181|0|0|0
AsF5(ד)|-1238|353|0|0|0
AsH3(ד)|66|223|0|0|0
AsI3(ך)|-80|164|0|0|0
As2O3(ך)ךףב|-666|117|0|0|0
As2O3(ך)למםמךכ|-664|127|0|0|0
As2O3(ך)ךכאףהועטע|-653,37|122,72|59,83|175,73|0
As2O3(ך)אנסוםמכטע|-656,89|108,32|35,02|203,34|0
As2O5(ך) |-921,32|105,44|0|0|0
As2O5(ך)אלמנפ|-925|105|0|0|0
As4O6(ד)|-1209|381|0|0|0
As2S3(ך)|-96|164|0|0|0
Ar(ד)|0|155|0|0|0
Au(ד)|368|180|0|0|0
Au(ך) |0|47,4|23,68|5,19|0
AuBr(ך)|-14|98|0|0|0
AuBr3(ך)|-54|155|0|0|0
AuCl(ך)|-35|108|0|0|0
AuCl3(ך)|-118|152|0|0|0
AuF3(ך)|-368|113|0|0|0
AuI(ך)|1|111|0|0|0
Au2O3(ך)|-3|134|0|0|0
B(ך)אלמנפ|4|7|0|0|0
B(ד)|562|152|0|0|0
B(ך)|0|5,86|16,78|9,04|-7,49
B2(ד)|846|202|0|0|0
BBr3(ד)|-205|324|0|0|0
BBr3(ז)|-239|230|0|0|0
BCl3(ד)|-402,96|290,08|70,54|11,97|-10,21
BCl3(ז)|-427|206|0|0|0
BrCl3(ד)|-491|357|0|0|0
BF3(ד)|-1136,58|254,01|52,05|28,03|-8,87
BH3(ד)|92|188|0|0|0
B2H6(ד)|35|232|0|0|0
B5H9(ד)|75|276|0|0|0
B5H9(ז)|44|184|0|0|0
B10H14(ך)|-39|176|0|0|0
B3H6N3(ד)|-510|289|0|0|0
B3H6N3(ז)|-541|193|0|0|0
BI3(ד)|71|349|0|0|0
BI3(ך)|-37|200|0|0|0
BN(ד)|648|212|0|0|0
BN(ך)|-254|15|0|0|0
B2O3(ך)אלמנפ|-1254|78|0|0|0
B2O3(ד)|-844|280|0|0|0
B2O3(ך)|-1270,43|53,84|36,53|106,32|-5,48
B(OH)3(ד)|-1013|303|0|0|0
B(OH)3(ך)|-1094|89|0|0|0
BP(ך)|-101|27|0|0|0
B2S3(ד)|67|327|0|0|0
B2S3(ך)|-239|106|0|0|0
Ba(ד)|177|170|0|0|0
Ba(ך)|0|60,67|22,26|13,81|0
BaBr2(ד)|-417|348|0|0|0
BaBr2(ך)|-751|149|0|0|0
BaBr2*2H2O(ך)|-1356|230|0|0|0
Ba(BrO3)2*H2O(ך)|-1003|288|0|0|0
BaCO3(ך)|-1210,85|112,13|86,9|48,95|-11,97
BaCl2(ך)|-859,39|123,64|71,13|13,97|0
BaCl2*2H2O(ך)|-1446|203|0|0|0
Ba(ClO3)2(ך)|-755|234|0|0|0
Ba(ClO4)2(ך)|-789|255|0|0|0
BaCrO4(ך)|-1426|156|0|0|0
BaF2(ד)|-805|299|0|0|0
BaF2(ך)|-1192|96|0|0|0
BaH2(ך)|-190|63|0|0|0
BaI2(ד)|-323|362|0|0|0
BaI2(ך)|-610|167|0|0|0
BaI2*2H2O(ך)|-1222|247|0|0|0
Ba(NO3)2(ך) |-992,07|213,8|125,73|149,37|-16,78
BaO(ד)|-131|235|0|0|0
BaO(ך)|-553,54|70,29|53,3|4,35|-8,28
BaO2(ך)|-644|78|0|0|0
Ba(OH)2(ך)|-943,49|100,83|70,71|91,63|0
Ba3(PO4)2(ך)|-3960|356|0|0|0
BaS(ד)|64|249|0|0|0
BaS(ך)|-442|78|0|0|0
BaSO3(ך)|-1030|121|0|0|0
BaSO4(ך)|-1458,88|132,21|141,42|0|-35.27
BaSe(ך)|-364|91|0|0|0
BaTe(ך)|-314|57|0|0|0
Be(ד)|327|136|0|0|0
Be(ך)|0|9,54|19,16|8,87|-4,77
BeBr2(ד)|-240|273|0|0|0
BeBr2(ך)|-368|121|0|0|0
Be2C(ך)|-91|16|0|0|0
BeCl(ד)|-360|252|0|0|0
BeCl2(ך)|-491|83|0|0|0
BeCl2*4H2O(ך)|-1848|243|0|0|0
BeF2(ך)אלמנפ|-1022|-|0|0|0
BeF2(ד)|-784|229|0|0|0
BeF2(ך)|-1035|53|0|0|0
BeH2(ך)אלמנפ|-19|25|0|0|0
BeH2(ד)|126|173|0|0|0
BeI2(ד)|-85|289|0|0|0
BeI2(ך)|-212|130|0|0|0
Be3N2(ך)|-589|50|0|0|0
Be(NO3)2*4H2O(ך)|-1936|-|0|0|0
BeO(ד)|129|198|0|0|0
BeO(ך)|-598,73|14,14|35,35|16,74|-13,26
Be(OH)2(ך)|-905|53|0|0|0
BeS(ך)|-235|34|0|0|0
BeSO4(ך) |-1200,81|77,97|71,78|99,69|-13,78
BeSO4*4H2O(ך)|-2425|233|0|0|0
BeSeO4(ך)|-947|-|0|0|0
BeSeO4*4H2O(ך)|-2170|247|0|0|0
Be2SiO4(ך)|-2145|64|0|0|0
Bi(ד)|209|187|0|0|0
Bi(ך)|0|56,9|18,79|22,59|0
BiBr3(ד)|-102|385|0|0|0
BiBr3(ך)|-259|-|0|0|0
BiCl3(ד)|-264|356|0|0|0
BiCl3(ך)|-378|172|0|0|0
BiClO(ך)|-369|103|0|0|0
BiF3(ך)|-904|-|0|0|0
BiI3(ך)|-174|234|0|0|0
Bi(NO3)3*5H2O(ך)|-2005|-|0|0|0
Bi2O3(ך)|-570,7|151,46|103,51|33,47|0
Bi(OH)3(ך)אלמנפ|-715|118|0|0|0
Bi2S3(ך)|-156|200|0|0|0
Bi2(SO4)3(ך)|-2554|-|0|0|0
Bi2Se3(ך)|-140|217|0|0|0
Bi2Te3(ך)|-79|251|0|0|0
Br(ד) |111,88|174,9|19,98|1,34|0,36
Br-(ד) |-218,87|163,39|20,79|-|-
Br2(ד) |30,91|245,37|37,32|0,5|-1,26
Br2(ז)|0|152,21|75,69|-|-
C(ך)אכלאח|1,83|2,37|9,12|13,22|-6,19
C(ך)דנאפטע|0|5,74|16,86|4,77|-8,54
C(ד)|716,67|157,99|20,8|-|-
C2(ד) |830,86|199,31|30,67|3,97|10,19
CBr4(ד)|83|358|0|0|0
CCl4(ד)|-103|310|0|0|0
CCl4(ז)|-135|216|0|0|0
CCl2O(ד)|-221|284|0|0|0
CCl2O(ז)|-244|197|0|0|0
CF4(ד)|-933|262|0|0|0
CI4(ד)|307|392|0|0|0
C2N2(ד)|309|244|0|0|0
(CN)Br(ד)|186|248|0|0|0
(CN)Cl(ד)|138|236|0|0|0
(CN)F(ד)|-12|226|0|0|0
C(NH2)2O(ך)|-333|105|0|0|0
(CN)I(ד)|225|257|0|0|0
CO(ד)|-110,53|197,55|28,41|4,1|-0,46
CO2(ד)|-393,51|213,66|44,14|9,04|-8,54
COCl2(ד)|-219,5|283,64|67,15|12,03|-9,04
COF2(ד)|-635|258|0|0|0
COS(ד)|-141,7|231,53|48,12|8,45|-8,2
CS(ד)|230|210|0|0|0
CS2(ז)|88,7|151,04|0|0|0
CS2(ד)|116,7|237,77|52,09|6,69|-7,5.3
Ca(ד)|178|155|0|0|0
Ca(ך)|0|41,63|22,22|13,93|0
Ca(BO2)2(ך)|-2031|105|0|0|0
CaBr2(ד)|-391|310|0|0|0
CaBr2(ך)|-674|134|0|0|0
CaBr2*6H2O(ך)|-2503|305|0|0|0
CaC2(ך)|-59,83|69,96|68,62|11,88|-8,66
CaCO3(ך)ךאכüצטע|-1206,83|91,71|104,52|21,92|-25,94
CaC2O4(ך)|-1352|-|0|0|0
CaC2O4*H2O(ך)|-1670|156|0|0|0
CaCl2(ד)|-467|286|0|0|0
CaCl2(ך)|-795,92|108,37|71,88|12,72|-2,51
CaCl2*2H2O(ך)|-1389|-|0|0|0
CaCl2*6H2O(ך)|-2625|285|0|0|0
Ca(ClO4)2(ך)|-725|-|0|0|0
CaCrO4(ך)|-1379|134|0|0|0
CaF2(ד)|-779|274|0|0|0
CaF2(ך)|-1220,89|68,45|59,83|30,46|1,97
CaH2(ך)|-175|42|0|0|0
Ca(HCO3)2(ך)|-2344|155|0|0|0
CaHPO4(ך)|-1808,56|111,38|138,41|55,1|-40,38
CaHPO4*2H2O(ך)|-2397,46|189,45|0 |0 |0 
Ca(H2PO4)2(ך)|-3114,57|189,54|0 |0 |0 
Ca(H2PO4)2*H2O(ך) |-3408,29|259,83|0 |0 |0 
CaI2(ד)|-232|326|0|0|0
CaI2(ך)|-538|145|0|0|0
Ca(IO3)2(ך)|-1008|230|0|0|0
CaMoO4(ך)|-1546|123|0|0|0
Ca3N2(ך)|-432|105|0|0|0
Ca(NO3)2(ך)|-938,76|193,3|122,88|153,97|-17,28
Ca(NO3)2*4H2O(ך)|-2131|339|0|0|0
CaO(ד)|-60|220|0|0|0
CaO(ך)|-635,09|38,07|49,62|4,52|-6,95
CaO2(ך)|-659|43|0|0|0
Ca(OH)2(ך)|-985,12|83,39|105,19|12,01|-19
Ca3P2(ך)|-494|-|0|0|0
Ca2P2O7(ך)|-3333|189|0|0|0
Ca3(PO4)2(ך)|-4120,82|235,98|201,84|166,02|-20,92
CaS(ך)|-476,98|56,61|42,68|15,9|0 
CaSO3*2H2O(ך)|-1753|184|0|0|0
CaSO4(ך)|-1436,28|106,69|70,21|98,74|0 
CaSO4*2H2O(ך)|-2023|194|0|0|0
2CaSO4*H2O(ך)|-3203|261|0|0|0
CaSiO3(ך)|-1635|82|0|0|0
CaWO4(ך)|-1641|126|0|0|0
Cd(ד)|112|168|0|0|0
Cd(ך)|0|51,76|22,22|12,3|0
Cd3As2(ך)|-42|207|0|0|0
CdBr2(ד)|-140|310|0|0|0
CdBr2(ך)|-316|139|0|0|0
CdCO3(ך)|-754|97|0|0|0
CdCl2(ד)|-195|286|0|0|0
CdCl2(ך)|-390,79|115,27|61,25|40,17|0 
CdF2(ד)|-395|265|0|0|0
CdF2(ך)|-700|89|0|0|0
CdI2(ד)|-60|326|0|0|0
CdI2(ך)|-206|161|0|0|0
Cd(NO3)2(ך)|-453|-|0|0|0
Cd(NO3)2*4H2O(ך)|-2070|393|0|0|0
CdO(ד)(ך)|81|233|0|0|0
CdO(ך)|-258,99|54,81|48,24|6,38|-4,9
Cd(OH)2(ך)|-563|88|0|0|0
CdS(ך)|-156,9|71,13|53,97|3,77|0 
CdSO4(ך)|-934,41|123,05|77,32|77,4|0 
3CdSO4*8H2O(ך)|-5188|689|0|0|0
CdSe(ך)|-136|97|0|0|0
CdTe(ך)|-108|92|0|0|0
Cl(ד)|121,34|165,08|23,14|-0,67|-0,96
Cl-(ד)|-233,63|153,25|20,79|0|0
Cl2(ד)|0|222,98|37,03|0,67|-2,85
ClO2(ד) |104,6|257,02|48,28|7,53|-7,74
Cl2O(ד) |75,73|266,23|53,18|3,35|-7,78
Co(ך) |0|30,04|19,83|16,75|0
CoCl2(ך)|-312,54|109,29|60,29|61,09|0 
CoSO4(ך)|-867,76|113,39|0 |0 |0 
Cr(ך)|0|23.64|24,43|9,87|-3,68
CrCl3(ך)|-556,47|123,01|79,5|41,21|0 
CrO3(ך)|-590,36|73,22|82,55|21,67|-17,49
Cr2O3(ך)|-1140,56|81,17|119,37|9,2|-15,65
Cs(ך)|0|84,35|31,38|0|0
CsCl(ך)|-442,83|101,18|49,79|9,54|0 
CsI(ך)|-336,81|125,52|48,53|11,21|0 
CsOH(ך)|-406,68|77,82|0 |0 |0 
Cu(ך)|0|33,14|22,64|6,28|0
CuCl(ך)|-137,24|87,02|38,27|34,38|0 
CuCl2(ך)|-205,85|108,07|67,44|17,56|0 
CuO(ך)|-162|42,63|43,83|16,77|-5,88
CuS(ך)|-53,14|66,53|44,35|11,05|0 
CuSO4(ך)|-770,9|109,2|78,53|71,96|0 
Cu2O(ך)|-173,18|92,93|56,57|29,29|0 
Cu2S(ך)|-79,5|120,92|39,25|130,54|0 
D(ד)|221,67|123,24|20,79|0|0
D2O(ז) |-294,6|75,9|0 |0 |0 
D2O(ד) |-249,2|198,23|0|0|0
F(ד)|79,38|158,64|23,7|-3,21|0
F(ד)|79,38|158,64|21,08|-0,1|2,67
F-(ד)|-259,68|145,47|20,79|0|0
F2(ד)|0|202,67|34,56|2,51|-3,51
Fe(ך)|0|27,15|17,24|24,77|0
Fe(ך)|0|27,15|-159,8|181|332,36
FeCO3(ך)|-738,15|95,4|48,66|112,13|0 
FeO(ך)|-264,85|60,75|50,8|8,61|-3,31
FeS(ך)|-100,42|60,29|0,502|167,36|0 
FeSO4(ך)|-927,59|107,53|0 |0 |0 
FeS2(ך)|-177,4|52,93|74,81|5,52|-12,76
Fe2O3(ך)|-822,16|87,45|97,74|72,13|-12,89
Fe3O4(ך)|-1117,13|146,19|86,27|208,92|0 
Ga(ך)|0|41,09|26,07|0|0
Ga2O3(ך)|-1089,1|84,98|112,88|15,44|-21
Ge(ך)|0|31,09|25,02|3,43|-2,34
GeO2(ך)דוךסאד |-554,71|55,27|68,91|9,83|-17,7
GeO2(ך)עוענאד |-580,15|39,71|66,61|11,59|-17,74
H(ד) |217,98|114,6|20,79|0|0
H+(ד)|1536,21|108,84|20,79|0|0
H-(ד)|139,03|108,85|20,79|0|0
H2(ד)|0|130,52|27,28|3,26|0,5
HBr(ד) |-36,38|198,58|26,15|5,86|1,09
HCN(ד) |132|201,71|39,37|11,3|-6,02
HCl(ד) |-92,31 |186,79|26,53|4,6|1,09
HF(ד) |-273,3|173,67|26,9|3,43|1,09
HI(ד) |26,36|206,48|26,32|5,94|0,92
HNO3(ז) |-173|156,16|0 |0 |0 
HNO3(ד) |-133,91|266,78|0 |0 |0 
H2O(ז) |-285,83|69,95|39,02|76,64|11,96
H2O(ד) |-241,81|188,72|30|10,71|0,33
H2O2(ז) |-187,86|109,6|53,6|117,15|0 
H2O2(ד) |-135,88|234,41|52,3|11,88|-11,88
H2S(ד) |-20,6|205,7|29,37|15,4|0 
H2SO4(ז) |-813,99|156,9|156,9|28,3|-23,46
H3PO4(ז) |-1279,05|110,5|49,83|189,24|0 
H3PO4(ז) |-1266,9|200,83|0 |0 |0 
Hg(ז)|0|75,9|26,94|0|0,79
Hg(ד)|61,3|174,85|20,79|0|0
HgBr2(ך)|-169,45|170,31|66,58|29,29|0 
HgCl2(ך)|-228,24|140,02|69,99|20,28|-1,89
HgI2(ך)|-105,44|184,05|72,84|16,74|0 
HgO(ך)ךנאסם |-90.88 |70,29|36,04|29,64|0 
HgS(ך)ךנאסם|-58,99|82,42|43,84|15,27|0 
Hg2Br2(ך) |-207,07|217,7|0 |0 |0 
Hg2Cl2(ך)|-265,06|192,76|92,47|30,96|0 
Hg2SO4(ך)ךנאסם|-744,65|200,71|0 |0 |0 
I(ד)|106,76|180,67|20,07|0,68|0,46
I-(ד)|-195,02|169.15|20,79|0|0
I2(ך) |0|116,14|40,12|49,79|0
I2(ד)|62,43|260,6|37,4|0,59|-0,71
In(ך)|0|57,82|20,25|21,59|0
In2O3(ך)|-925,92|107,95|0 |0 |0 
In2(SO4)3(ך)|-2725,5|302,08|200,2|251,04|0 
K(ך)|0|64,18|5,61|81,17|0
